Start time,End time,Access_Token_DEV,Login_Icon_DEV,Satiro_Login,Satiro_Login_LH,Satiro Server,Satiro_Serve_LH,Access_Token_UAT,Login_Icon_UAT,Medusa_Login,Medusa_Login_LH,Medusa_Server,Medusa_Server_LH
2025-04-17 14:17:39,2025-04-17 14:31:39,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 14:33:33,2025-04-17 14:47:33,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 14:49:27,2025-04-17 15:03:27,OK,OK,OK,OK,BAD,BAD,OK,OK,BAD,OK,WARN,BAD
2025-04-17 15:05:42,2025-04-17 15:19:42,OK,OK,OK,OK,BAD,BAD,OK,OK,BAD,OK,WARN,BAD
2025-04-17 15:21:52,2025-04-17 15:35:52,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 15:38:13,2025-04-17 15:52:13,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 15:54:09,2025-04-17 16:08:09,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 16:09:55,2025-04-17 16:23:55,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 16:25:56,2025-04-17 16:39:56,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 16:41:57,2025-04-17 16:55:57,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,BAD,OK,WARN
2025-04-17 16:57:45,2025-04-17 17:11:45,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 17:13:42,2025-04-17 17:27:42,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 17:29:35,2025-04-17 17:43:35,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 17:45:34,2025-04-17 17:59:34,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 18:01:32,2025-04-17 18:15:32,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 18:17:32,2025-04-17 18:31:32,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 18:33:33,2025-04-17 18:47:33,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 18:49:29,2025-04-17 19:03:29,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 19:05:30,2025-04-17 19:19:30,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 19:21:27,2025-04-17 19:35:27,OK,OK,OK,OK,BAD,BAD,OK,OK,OK,OK,OK,OK
2025-04-17 19:37:29,2025-04-17 19:51:29,OK,BAD,OK,BAD,BAD,WARN,OK,OK,OK,OK,OK,OK
